name,position,overall_rank,goals_rank,assists_rank,power_play_points_rank,hits_rank,blocked_shots_rank,face_off_wins_rank,shots_rank
Maksim Shabanov,F,343.0,43.0,54.0,35.0,167.0,137.0,225.0,174.0
Henri Jokiharju,D,344.0,46.0,54.0,38.0,167.0,116.0,225.0,190.0
Zachary L'Heureux,LW,345.0,44.0,66.0,39.0,130.0,138.0,222.0,198.0
Elias Salomonsson,D,345.0,47.0,63.0,39.0,144.0,126.0,225.0,193.0
Zach Bogosian,D,345.0,46.0,63.0,40.0,147.0,116.0,225.0,200.0
Noah Gregor,C,346.0,44.0,62.0,39.0,157.0,142.0,206.0,189.0
Sammy Blais,LW,347.0,45.0,62.0,40.0,116.0,141.0,224.0,212.0
William Karlsson,C,347.0,44.0,64.0,39.0,191.0,140.0,162.0,200.0
Juho Lammikko,RW,348.0,48.0,65.0,40.0,154.0,139.0,180.0,215.0
Curtis Douglas,C,349.0,47.0,64.0,40.0,130.0,141.0,219.0,201.0
Olli Määttä,D,350.0,46.0,54.0,40.0,191.0,91.0,225.0,196.0
Nikita Nesterenko,C,351.0,47.0,59.0,40.0,141.0,145.0,214.0,199.0
Michael Kesselring,D,352.0,48.0,65.0,40.0,169.0,115.0,225.0,184.0
Matt Rempe,C,352.0,47.0,67.0,40.0,108.0,147.0,222.0,215.0
Stephen Halliday,C,353.0,44.0,60.0,37.0,164.0,145.0,201.0,196.0
Zayne Parekh,D,354.0,44.0,62.0,34.0,179.0,123.0,225.0,181.0
Otto Stenberg,C,354.0,45.0,60.0,40.0,145.0,138.0,221.0,199.0
Cale Fleury,D,354.0,47.0,65.0,40.0,144.0,119.0,225.0,208.0
Benoit-Olivier Groulx,C,355.0,45.0,65.0,40.0,160.0,147.0,177.0,215.0
Jeff Skinner,LW,356.0,42.0,60.0,36.0,177.0,142.0,222.0,174.0
Noah Philp,F,357.0,46.0,66.0,40.0,164.0,151.0,171.0,216.0
Justin Kirkland,LW,357.0,47.0,66.0,40.0,165.0,142.0,175.0,219.0
Nate Danielson,C,357.0,46.0,62.0,37.0,186.0,144.0,180.0,199.0
Nils Höglander,LW,358.0,46.0,64.0,40.0,142.0,145.0,224.0,195.0
Igor Chernyshov,LW,359.0,39.0,57.0,35.0,177.0,140.0,225.0,184.0
Ilya Solovyov,D,360.0,47.0,60.0,40.0,159.0,120.0,225.0,207.0
Jiri Kulich,C,360.0,45.0,65.0,40.0,185.0,141.0,172.0,210.0
Josh Samanski,F,361.0,46.0,65.0,40.0,167.0,139.0,181.0,221.0
Jaroslav Chmelar,RW,361.0,44.0,65.0,40.0,141.0,137.0,225.0,207.0
Anton Frondell,C,362.0,45.0,61.0,38.0,186.0,140.0,196.0,194.0
Taylor Ward,F,363.0,45.0,63.0,40.0,156.0,144.0,221.0,192.0
Travis Hamonic,D,363.0,48.0,65.0,40.0,162.0,112.0,225.0,209.0
Jack St. Ivany,D,363.0,48.0,60.0,40.0,146.0,129.0,225.0,213.0
Lukas Reichel,LW,363.0,45.0,62.0,40.0,185.0,137.0,186.0,206.0
Danil But,LW,364.0,45.0,63.0,37.0,178.0,135.0,218.0,187.0
Robby Fabbri,C,365.0,46.0,64.0,40.0,150.0,144.0,220.0,200.0
Nick DeSimone,D,365.0,46.0,61.0,40.0,175.0,122.0,225.0,195.0
Lenni Hameenaho,RW,366.0,46.0,61.0,40.0,174.0,137.0,225.0,183.0
Scott Sabourin,F,367.0,47.0,63.0,40.0,131.0,142.0,225.0,219.0
Daemon Hunt,D,368.0,48.0,61.0,40.0,173.0,110.0,225.0,211.0
Hunter Brzustewicz,D,369.0,46.0,62.0,39.0,170.0,130.0,225.0,197.0
David Tomasek,F,370.0,45.0,65.0,38.0,177.0,147.0,198.0,200.0
Max Jones,LW,371.0,45.0,65.0,40.0,138.0,150.0,225.0,208.0
Isak Rosen,RW,371.0,42.0,63.0,37.0,177.0,133.0,224.0,195.0
Joel Nystrom,D,372.0,47.0,58.0,40.0,184.0,131.0,225.0,187.0
Rutger McGroarty,RW,372.0,45.0,64.0,40.0,168.0,145.0,217.0,193.0
Filip Chytil,C,373.0,45.0,67.0,40.0,190.0,149.0,176.0,206.0
Jake Christiansen,D,374.0,48.0,64.0,40.0,164.0,129.0,225.0,204.0
Ryan Graves,D,374.0,47.0,67.0,40.0,171.0,115.0,225.0,209.0
Juuso Pärssinen,C,375.0,46.0,66.0,40.0,166.0,144.0,199.0,214.0
Alexander Holtz,RW,375.0,45.0,61.0,40.0,165.0,142.0,222.0,200.0
Jared Wright,RW,376.0,48.0,63.0,40.0,167.0,135.0,225.0,198.0
Owen Beck,C,376.0,47.0,67.0,40.0,170.0,145.0,188.0,219.0
Josh Mahura,D,377.0,47.0,65.0,40.0,168.0,117.0,225.0,215.0
Conor Geekie,C,377.0,47.0,65.0,40.0,161.0,147.0,197.0,220.0
Alec Regula,D,377.0,48.0,64.0,40.0,179.0,109.0,225.0,212.0
Alexander Romanov,D,377.0,48.0,66.0,40.0,163.0,122.0,225.0,213.0
Parker Ford,F,378.0,48.0,66.0,40.0,167.0,141.0,198.0,220.0
Sam Lafferty,C,379.0,47.0,66.0,40.0,159.0,148.0,201.0,221.0
Pierre-Olivier Joseph,D,380.0,47.0,62.0,40.0,176.0,125.0,225.0,208.0
Samuel Honzek,LW,381.0,46.0,65.0,40.0,159.0,147.0,219.0,208.0
Jani Nyman,RW,381.0,44.0,64.0,38.0,171.0,147.0,223.0,197.0
Jacob Bryson,D,381.0,46.0,61.0,40.0,180.0,124.0,225.0,208.0
Vincent Iorio,D,382.0,48.0,64.0,40.0,179.0,114.0,225.0,215.0
Scott Morrow,D,382.0,48.0,61.0,38.0,183.0,124.0,225.0,206.0
Victor Mancini,D,383.0,48.0,64.0,40.0,166.0,127.0,225.0,216.0
Brennan Othmann,LW,383.0,46.0,66.0,39.0,150.0,145.0,225.0,215.0
Matthew Kessel,D,383.0,46.0,66.0,40.0,172.0,127.0,225.0,210.0
Nick Leddy,D,384.0,47.0,61.0,40.0,187.0,113.0,225.0,214.0
Dmitriy Simashev,D,385.0,48.0,66.0,40.0,180.0,125.0,225.0,204.0
Egor Zamula,D,386.0,48.0,64.0,40.0,187.0,113.0,225.0,212.0
Ville Koivunen,RW,386.0,46.0,62.0,36.0,189.0,139.0,223.0,194.0
Sandis Vilmanis,LW,387.0,45.0,65.0,40.0,155.0,148.0,222.0,215.0
Michael Brandsegg-Nygard,F,387.0,48.0,66.0,40.0,151.0,150.0,225.0,210.0
Brad Lambert,C,388.0,45.0,64.0,39.0,172.0,147.0,221.0,203.0
Urho Vaakanainen,D,388.0,48.0,61.0,40.0,183.0,127.0,225.0,207.0
Zach Metsa,D,388.0,46.0,63.0,40.0,189.0,122.0,225.0,206.0
Colin Miller,D,389.0,48.0,65.0,39.0,165.0,140.0,225.0,210.0
Porter Martone,RW,389.0,44.0,61.0,36.0,178.0,151.0,224.0,198.0
Jack Studnicka,C,390.0,48.0,67.0,40.0,175.0,147.0,203.0,214.0
Avery Hayes,F,390.0,43.0,67.0,40.0,171.0,144.0,224.0,205.0
Mattias Janmark,C,391.0,47.0,60.0,40.0,184.0,140.0,218.0,206.0
Kyle Capobianco,D,391.0,46.0,64.0,40.0,182.0,126.0,225.0,212.0
Sonny Milano,LW,392.0,44.0,63.0,40.0,185.0,150.0,217.0,197.0
Cole Hutson,D,393.0,45.0,60.0,34.0,178.0,147.0,225.0,208.0
Ethan Del Mastro,D,393.0,48.0,66.0,40.0,175.0,131.0,225.0,212.0
Declan Chisholm,D,393.0,47.0,61.0,40.0,183.0,131.0,225.0,210.0
Tanner Laczynski,C,394.0,48.0,62.0,39.0,192.0,148.0,192.0,218.0
Colton White,D,395.0,48.0,63.0,40.0,171.0,137.0,225.0,216.0
Adam Boqvist,D,396.0,48.0,63.0,39.0,183.0,130.0,225.0,213.0
Alex Bump,LW,397.0,43.0,63.0,40.0,178.0,146.0,225.0,207.0
Arshdeep Bains,F,397.0,47.0,63.0,39.0,170.0,148.0,223.0,212.0
Oscar Fisker Molgaard,C,397.0,48.0,65.0,40.0,185.0,145.0,195.0,224.0
Hunter Haight,C,398.0,47.0,66.0,40.0,184.0,151.0,198.0,217.0
Dmitry Kulikov,D,399.0,48.0,67.0,40.0,172.0,137.0,225.0,215.0
Isaac Howard,LW,399.0,46.0,64.0,40.0,187.0,148.0,225.0,194.0
Tobias Björnfot,D,399.0,46.0,65.0,40.0,180.0,130.0,225.0,218.0
Adam Sykora,LW,400.0,45.0,66.0,40.0,174.0,143.0,224.0,215.0
Joakim Kemell,RW,400.0,47.0,65.0,40.0,169.0,144.0,224.0,218.0
Jake Bean,D,400.0,47.0,66.0,40.0,191.0,124.0,225.0,214.0
Mitchell Chaffee,F,401.0,48.0,66.0,40.0,165.0,148.0,220.0,221.0
Luca Del Bel Belluz,C,402.0,48.0,66.0,40.0,191.0,143.0,202.0,219.0
Ryan Ufko,D,403.0,46.0,58.0,38.0,184.0,140.0,225.0,219.0
Theo Lindstein,D,404.0,46.0,65.0,40.0,186.0,139.0,225.0,210.0
Nolan Foote,LW,405.0,47.0,67.0,40.0,167.0,149.0,225.0,217.0
Jonah Gadjovich,LW,406.0,48.0,64.0,40.0,164.0,150.0,225.0,222.0
Joona Koppanen,LW,407.0,48.0,66.0,40.0,183.0,149.0,205.0,223.0
David Jiříček,D,407.0,48.0,67.0,40.0,186.0,134.0,225.0,214.0
Dominic Toninato,C,407.0,48.0,66.0,40.0,182.0,152.0,204.0,222.0
Konsta Helenius,F,408.0,47.0,64.0,40.0,184.0,150.0,215.0,215.0
Bradly Nadeau,LW,408.0,45.0,67.0,39.0,173.0,148.0,225.0,218.0
Michael Benning,D,408.0,46.0,63.0,39.0,190.0,137.0,225.0,215.0
Dominik Shine,F,409.0,45.0,67.0,40.0,180.0,147.0,220.0,217.0
Ivan Miroshnichenko,LW,410.0,46.0,66.0,40.0,175.0,147.0,225.0,218.0
Evgenii Dadonov,RW,410.0,47.0,67.0,40.0,187.0,141.0,225.0,210.0
Tyson Gross,F,410.0,47.0,67.0,40.0,190.0,148.0,200.0,225.0
Dylan McIlrath,D,410.0,48.0,67.0,40.0,168.0,144.0,225.0,225.0
Brian Halonen,F,411.0,47.0,66.0,40.0,166.0,151.0,225.0,223.0
Mathew Dumba,D,412.0,47.0,65.0,40.0,178.0,141.0,225.0,223.0
John Leonard,LW,412.0,46.0,65.0,38.0,182.0,144.0,225.0,219.0
Charles-Alexis Legault,D,413.0,47.0,66.0,40.0,181.0,143.0,225.0,218.0
Brett Berard,LW,414.0,48.0,67.0,40.0,177.0,144.0,225.0,220.0
Michael Pezzetta,C,415.0,48.0,67.0,40.0,164.0,150.0,225.0,228.0
Sacha Boisvert,F,415.0,47.0,66.0,40.0,185.0,152.0,208.0,224.0
Brendan Smith,D,415.0,48.0,65.0,40.0,182.0,142.0,225.0,220.0
Filip Hallander,C,416.0,47.0,64.0,40.0,191.0,148.0,225.0,208.0
Dennis Cholowski,D,416.0,48.0,65.0,40.0,191.0,136.0,225.0,218.0
Ilya Protas,C,417.0,47.0,64.0,39.0,194.0,151.0,206.0,223.0
Vladislav Kolyachonok,D,417.0,47.0,65.0,40.0,189.0,140.0,225.0,218.0
Hayden Hodgson,RW,417.0,48.0,67.0,40.0,165.0,153.0,225.0,226.0
Lane Pederson,F,418.0,48.0,67.0,40.0,178.0,150.0,212.0,230.0
Caleb Jones,D,419.0,48.0,66.0,40.0,184.0,138.0,225.0,225.0
Nikita Chibrikov,RW,420.0,48.0,67.0,40.0,178.0,148.0,225.0,221.0
Philip Tomasino,C,420.0,48.0,66.0,40.0,183.0,146.0,223.0,221.0
Lassi Thomson,D,420.0,48.0,64.0,39.0,188.0,144.0,225.0,219.0
Jared Davidson,C,421.0,48.0,66.0,40.0,176.0,152.0,225.0,221.0
Logan O'Connor,RW,421.0,48.0,65.0,40.0,183.0,150.0,225.0,217.0
Kurtis MacDermid,LW,421.0,48.0,66.0,40.0,176.0,147.0,225.0,226.0
Skyler Brind'Amour,C,421.0,48.0,67.0,40.0,189.0,153.0,203.0,228.0
Sam Morton,F,421.0,48.0,67.0,40.0,185.0,152.0,209.0,227.0
Jonathan Lekkerimäki,RW,422.0,46.0,66.0,40.0,184.0,148.0,225.0,220.0
Adam Engstrom,D,423.0,48.0,66.0,40.0,187.0,145.0,225.0,219.0
Mackenzie MacEachern,LW,423.0,47.0,64.0,40.0,184.0,147.0,224.0,224.0
Andre Lee,LW,423.0,47.0,66.0,40.0,177.0,150.0,225.0,225.0
Chris Tanev,D,423.0,48.0,65.0,40.0,192.0,138.0,225.0,222.0
Harrison Brunicke,D,424.0,47.0,67.0,40.0,190.0,140.0,225.0,222.0
Kevin Korchinski,D,424.0,48.0,65.0,40.0,190.0,140.0,225.0,223.0
Justin Danforth,RW,424.0,48.0,67.0,40.0,191.0,149.0,208.0,228.0
Kai Uchacz,F,425.0,48.0,67.0,40.0,187.0,150.0,212.0,228.0
Taylor Makar,LW,425.0,48.0,67.0,40.0,177.0,152.0,225.0,223.0
Tyson Hinds,D,425.0,48.0,67.0,40.0,188.0,143.0,225.0,221.0
Jordan Harris,D,425.0,47.0,65.0,40.0,189.0,148.0,225.0,218.0
Maveric Lamoureux,D,425.0,48.0,66.0,40.0,183.0,144.0,225.0,226.0
Dennis Gilbert,D,425.0,48.0,66.0,40.0,184.0,141.0,225.0,228.0
Connor Clattenburg,F,426.0,47.0,67.0,40.0,177.0,150.0,225.0,227.0
Travis Mitchell,D,426.0,47.0,67.0,40.0,181.0,147.0,225.0,226.0
Dakota Mermis,D,427.0,47.0,67.0,40.0,186.0,144.0,225.0,225.0
Danil Zhilkin,C,427.0,48.0,66.0,40.0,189.0,149.0,216.0,226.0
Jack Ahcan,D,428.0,48.0,65.0,40.0,188.0,147.0,225.0,222.0
Jacob Moverare,D,428.0,48.0,67.0,40.0,191.0,141.0,225.0,223.0
Sheldon Dries,C,428.0,48.0,67.0,40.0,186.0,150.0,216.0,228.0
Ty Mueller,C,428.0,47.0,67.0,40.0,189.0,149.0,215.0,228.0
Marshall Warren,D,428.0,48.0,64.0,40.0,187.0,148.0,225.0,223.0
Sam Colangelo,RW,429.0,47.0,67.0,40.0,183.0,152.0,224.0,223.0
Steven Santini,D,429.0,48.0,66.0,40.0,185.0,146.0,225.0,226.0
Victor Söderström,D,430.0,48.0,66.0,40.0,193.0,143.0,225.0,222.0
Rory Kerins,C,431.0,48.0,67.0,40.0,191.0,148.0,215.0,229.0
Justin Robidas,C,431.0,48.0,66.0,40.0,191.0,152.0,213.0,228.0
Marek Alscher,D,431.0,48.0,64.0,40.0,190.0,147.0,225.0,224.0
Nicolas Aubé-Kubel,RW,431.0,48.0,65.0,40.0,187.0,148.0,225.0,225.0
Justin Holl,D,431.0,47.0,66.0,40.0,189.0,148.0,225.0,223.0
Ivan Ivan,F,431.0,48.0,66.0,40.0,191.0,152.0,215.0,226.0
Carter Mazur,LW,431.0,48.0,67.0,40.0,184.0,147.0,225.0,227.0
Matt Luff,RW,432.0,47.0,67.0,40.0,186.0,149.0,225.0,225.0
Angus Crookshank,LW,432.0,47.0,67.0,40.0,189.0,146.0,224.0,226.0
Jacob Gaucher,F,432.0,48.0,67.0,40.0,191.0,152.0,215.0,226.0
Matthew Poitras,C,432.0,47.0,67.0,40.0,194.0,151.0,218.0,222.0
Marc McLaughlin,F,432.0,48.0,67.0,40.0,190.0,151.0,213.0,230.0
Drew Fortescue,D,432.0,48.0,65.0,40.0,188.0,146.0,225.0,227.0
Florian Xhekaj,LW,432.0,48.0,66.0,40.0,185.0,149.0,225.0,226.0
Patrick Giles,F,433.0,48.0,66.0,40.0,191.0,151.0,216.0,228.0
Ethan Cardwell,RW,433.0,47.0,67.0,40.0,185.0,152.0,225.0,224.0
Olle Lycksell,RW,433.0,47.0,66.0,40.0,190.0,149.0,225.0,223.0
Jett Luchanko,F,433.0,48.0,67.0,40.0,192.0,150.0,214.0,229.0
John Hayden,C,433.0,48.0,67.0,40.0,187.0,151.0,219.0,228.0
Luke Haymes,F,433.0,48.0,66.0,40.0,191.0,151.0,217.0,227.0
Jakob Pelletier,LW,433.0,48.0,67.0,40.0,186.0,150.0,223.0,226.0
Dryden Hunt,LW,433.0,48.0,67.0,40.0,185.0,149.0,225.0,226.0
Ville Heinola,D,434.0,48.0,67.0,40.0,188.0,150.0,225.0,223.0
Anton Blidh,LW,435.0,48.0,66.0,40.0,184.0,153.0,225.0,226.0
Michael Callahan,D,435.0,48.0,67.0,40.0,191.0,144.0,225.0,227.0
Aydar Suniev,LW,435.0,48.0,66.0,40.0,192.0,150.0,225.0,221.0
Matt Kiersted,D,435.0,48.0,66.0,40.0,194.0,143.0,225.0,226.0
Jason Polin,F,436.0,48.0,67.0,40.0,183.0,150.0,225.0,230.0
Walker Duehr,F,436.0,48.0,67.0,40.0,184.0,151.0,225.0,228.0
Riley Tufte,LW,436.0,47.0,67.0,39.0,187.0,152.0,225.0,226.0
Tristen Nielsen,F,436.0,48.0,66.0,40.0,185.0,152.0,225.0,227.0
Boris Katchouk,LW,436.0,48.0,67.0,40.0,189.0,151.0,218.0,230.0
Brett Leason,RW,437.0,48.0,67.0,40.0,184.0,153.0,223.0,229.0
Wilmer Skoog,F,437.0,48.0,65.0,40.0,192.0,148.0,225.0,226.0
Luca Cagnoni,D,438.0,48.0,67.0,40.0,189.0,150.0,225.0,226.0
Nathan Gaucher,C,438.0,48.0,67.0,40.0,188.0,152.0,222.0,228.0
Aleksanteri Kaskimaki,C,438.0,48.0,67.0,40.0,192.0,150.0,224.0,224.0
Carter Yakemchuk,D,438.0,47.0,66.0,39.0,194.0,149.0,225.0,225.0
Cameron Crotty,D,438.0,48.0,66.0,40.0,191.0,150.0,225.0,225.0
Hugh McGing,LW,438.0,47.0,66.0,40.0,194.0,151.0,221.0,226.0
Riley Stillman,D,438.0,48.0,67.0,40.0,187.0,149.0,225.0,229.0
Henry Thrun,D,439.0,48.0,67.0,40.0,191.0,149.0,225.0,226.0
Patrik Laine,RW,439.0,48.0,66.0,40.0,192.0,153.0,223.0,224.0
Zack MacEwen,C,439.0,48.0,67.0,40.0,188.0,152.0,225.0,226.0
Joseph LaBate,C,439.0,48.0,67.0,40.0,188.0,151.0,224.0,228.0
Kenny Connors,C,439.0,48.0,67.0,40.0,191.0,152.0,223.0,225.0
Adam Ginning,D,439.0,48.0,67.0,40.0,190.0,148.0,225.0,228.0
Brady Martin,C,440.0,48.0,66.0,40.0,194.0,151.0,220.0,228.0
Mikael Pyyhtia,LW,440.0,47.0,67.0,40.0,193.0,151.0,225.0,224.0
Xavier Parent,F,440.0,48.0,67.0,40.0,187.0,152.0,225.0,228.0
Cole McWard,D,440.0,48.0,67.0,40.0,190.0,148.0,225.0,229.0
Jack Devine,RW,440.0,48.0,67.0,40.0,190.0,153.0,225.0,224.0
Ludvig Jansson,D,440.0,48.0,66.0,39.0,194.0,148.0,225.0,227.0
Dylan Coghlan,D,440.0,48.0,67.0,40.0,190.0,149.0,225.0,228.0
Luca Pinelli,C,441.0,48.0,67.0,40.0,192.0,152.0,225.0,224.0
Braeden Cootes,C,441.0,48.0,67.0,40.0,191.0,152.0,220.0,230.0
Mikulas Hovorka,D,441.0,48.0,66.0,40.0,191.0,151.0,225.0,227.0
Roby Jarventie,LW,441.0,48.0,67.0,40.0,193.0,149.0,223.0,228.0
Mason Geertsen,D,441.0,48.0,67.0,40.0,186.0,153.0,225.0,229.0
Garrett Wilson,LW,441.0,48.0,67.0,40.0,188.0,153.0,225.0,227.0
Joshua Roy,RW,442.0,48.0,67.0,40.0,188.0,153.0,225.0,228.0
Matěj Blümel,RW,442.0,48.0,67.0,40.0,192.0,151.0,225.0,226.0
Cameron Hughes,C,442.0,47.0,67.0,40.0,191.0,151.0,225.0,228.0
Jaycob Megna,D,442.0,48.0,67.0,40.0,188.0,152.0,225.0,229.0
Kirill Kudryavtsev,D,442.0,48.0,65.0,40.0,193.0,152.0,225.0,226.0
William Villeneuve,D,442.0,48.0,67.0,40.0,193.0,148.0,225.0,228.0
Brayden Yager,C,442.0,48.0,67.0,40.0,194.0,153.0,219.0,228.0
Andrew Agozzino,LW,442.0,48.0,67.0,40.0,190.0,152.0,222.0,230.0
Keaton Middleton,D,442.0,48.0,66.0,40.0,188.0,152.0,225.0,230.0
Ty Murchison,D,442.0,48.0,67.0,40.0,189.0,151.0,225.0,229.0
Dysin Mayo,D,443.0,48.0,66.0,40.0,194.0,152.0,225.0,225.0
Isaiah George,D,443.0,48.0,66.0,40.0,193.0,150.0,225.0,228.0
Hunter Mcdonald,D,443.0,48.0,66.0,40.0,189.0,152.0,225.0,230.0
Derek Forbort,D,443.0,48.0,67.0,40.0,192.0,149.0,225.0,229.0
Andreas Englund,D,443.0,48.0,67.0,40.0,190.0,152.0,225.0,228.0
Isaak Phillips,D,443.0,48.0,67.0,40.0,191.0,152.0,225.0,227.0
Jonas Røndbjerg,RW,443.0,48.0,66.0,40.0,194.0,153.0,225.0,224.0
David Reinbacher,D,443.0,48.0,66.0,40.0,193.0,151.0,225.0,227.0
Alex Barré-Boulet,F,444.0,48.0,66.0,40.0,191.0,153.0,223.0,230.0
Arthur Kaliyev,RW,444.0,48.0,66.0,39.0,194.0,153.0,225.0,226.0
Domenick Fensore,D,444.0,48.0,67.0,40.0,193.0,150.0,225.0,228.0
Connor Mackey,D,444.0,48.0,67.0,40.0,192.0,151.0,225.0,228.0
Justin Dowling,C,444.0,48.0,67.0,40.0,191.0,152.0,224.0,229.0
Erik Gustafsson,D,444.0,48.0,67.0,40.0,192.0,152.0,225.0,227.0
Xavier Bourgault,C,444.0,48.0,67.0,40.0,191.0,153.0,225.0,227.0
T.J. Tynan,C,445.0,48.0,67.0,40.0,194.0,153.0,221.0,229.0
Oliver Bonk,D,445.0,47.0,66.0,40.0,192.0,153.0,225.0,229.0
Victor Eklund,RW,445.0,48.0,66.0,40.0,192.0,153.0,225.0,228.0
Tristan Luneau,D,445.0,47.0,67.0,40.0,193.0,152.0,225.0,228.0
Brendan Brisson,C,445.0,48.0,66.0,40.0,193.0,152.0,225.0,228.0
Angus Booth,D,445.0,47.0,67.0,40.0,192.0,152.0,225.0,229.0
Ryan Tverberg,C,445.0,48.0,67.0,40.0,191.0,152.0,225.0,229.0
Hunter Skinner,D,445.0,48.0,67.0,40.0,190.0,152.0,225.0,230.0
Samuel Poulin,RW,445.0,48.0,67.0,40.0,192.0,151.0,225.0,229.0
Simon Lundmark,D,445.0,48.0,67.0,40.0,192.0,151.0,225.0,229.0
Viking Gustafsson Nyberg,D,445.0,48.0,67.0,40.0,192.0,150.0,225.0,230.0
James Hagens,C,445.0,48.0,66.0,40.0,193.0,153.0,224.0,228.0
Kevin Gravel,D,445.0,48.0,67.0,40.0,193.0,150.0,225.0,229.0
Bokondji Imama,LW,445.0,48.0,67.0,40.0,191.0,153.0,225.0,228.0
Ryan Johnson,D,445.0,48.0,67.0,40.0,192.0,150.0,225.0,230.0
Quinn Hutson,F,445.0,47.0,67.0,40.0,194.0,152.0,225.0,227.0
Nils Åman,C,445.0,48.0,67.0,40.0,192.0,152.0,224.0,229.0
Seamus Casey,D,445.0,48.0,67.0,40.0,194.0,152.0,225.0,226.0
Tristan Broz,C,445.0,48.0,67.0,40.0,194.0,153.0,222.0,228.0
Kevin Rooney,C,446.0,47.0,67.0,40.0,194.0,153.0,223.0,229.0
Jorian Donovan,D,446.0,48.0,67.0,40.0,192.0,152.0,225.0,229.0
Cole O'Hara,RW,446.0,48.0,66.0,40.0,192.0,153.0,225.0,229.0
Bogdan Trineyev,RW,446.0,48.0,67.0,40.0,193.0,151.0,225.0,229.0
Owen Pickering,D,446.0,48.0,67.0,40.0,193.0,151.0,225.0,229.0
Jordan Oesterle,D,447.0,48.0,67.0,40.0,193.0,151.0,225.0,230.0
Nathan Legare,RW,447.0,48.0,67.0,40.0,192.0,152.0,225.0,230.0
Maxim Groshev,RW,447.0,48.0,66.0,40.0,194.0,152.0,225.0,229.0
David Spacek,D,447.0,48.0,67.0,40.0,193.0,151.0,225.0,230.0
Josiah Slavin,LW,447.0,48.0,67.0,40.0,193.0,152.0,224.0,230.0
Abram Wiebe,D,447.0,48.0,67.0,40.0,192.0,152.0,225.0,230.0
Matt Benning,D,447.0,48.0,67.0,40.0,194.0,150.0,225.0,230.0
Liam Foudy,C,447.0,48.0,67.0,40.0,193.0,152.0,225.0,229.0
Marshall Rifai,D,448.0,48.0,67.0,40.0,194.0,152.0,225.0,229.0
William Stromgren,LW,448.0,48.0,67.0,40.0,194.0,153.0,225.0,228.0
Rafaël Harvey-Pinard,LW,448.0,48.0,67.0,40.0,194.0,153.0,225.0,228.0
Felix Unger Sorum,RW,448.0,48.0,66.0,40.0,194.0,152.0,225.0,230.0
Carson Lambos,D,448.0,48.0,67.0,40.0,194.0,152.0,225.0,229.0
Daniil Miromanov,D,448.0,48.0,67.0,40.0,194.0,151.0,225.0,230.0
Shane Lachance,LW,448.0,48.0,67.0,40.0,193.0,153.0,224.0,230.0
Ronan Seeley,D,448.0,48.0,67.0,40.0,194.0,151.0,225.0,230.0
Topias Vilen,D,449.0,48.0,67.0,40.0,194.0,152.0,225.0,230.0
Dylan Duke,LW,449.0,48.0,67.0,40.0,194.0,153.0,225.0,229.0
Raphael Lavoie,C,449.0,48.0,67.0,40.0,193.0,153.0,225.0,230.0
Trevor Kuntar,C,449.0,48.0,67.0,40.0,193.0,153.0,225.0,230.0
Jake Livanavage,D,449.0,48.0,67.0,40.0,194.0,152.0,225.0,230.0
Georgii Merkulov,F,450.0,48.0,67.0,40.0,194.0,153.0,225.0,230.0
Anthony Richard,C,450.0,48.0,67.0,40.0,194.0,153.0,225.0,230.0
