name,position,team,rank,total,games_played,goals,assists,power_play_points,shots,face_off_wins,hits,blocked_shots,goals_score,assists_score,power_play_points_score,shots_score,face_off_wins_score,hits_score,blocked_shots_score
Mattias Janmark,C,EDM,698.0,124.55812548296097,43,1,7,0,24,7,10,13,11.8019527634363,21.521776396318067,21.663208651542433,8.16774729675029,41.78868154836109,8.316906742724424,11.297852083828358
Vincent Iorio,D,2TM,699.0,124.37409283540345,27,0,3,0,15,0,15,39,7.803972900757034,10.766656792452297,21.663208651542433,4.807300921797899,24.041903142373393,11.206039578629785,44.08501084785061
Zach Metsa,D,BUF,700.0,124.05513151102542,43,2,4,0,24,0,5,31,16.793290621486975,13.44129738448563,21.663208651542433,8.16774729675029,24.041903142373393,6.116970397118886,33.8307140172678
Pierre-Olivier Joseph,D,VAN,701.0,123.88448066175079,31,1,5,0,22,0,18,28,11.8019527634363,15.962397728021333,21.663208651542433,7.349694331352327,24.041903142373393,13.35619394188414,29.70913010314085
Egor Zamula,D,2TM,702.0,122.55553498349337,33,0,3,0,18,0,7,40,7.803972900757034,10.766656792452297,21.663208651542433,5.9593285555918465,24.041903142373393,6.817869500438281,45.5025954403381
Jake Christiansen,D,CBJ,703.0,120.80842109050829,40,0,3,0,26,0,30,24,7.803972900757034,10.766656792452297,21.663208651542433,9.207830478947361,24.041903142373393,23.068716126048784,24.256132998386995
Matthew Kessel,D,STL,704.0,118.40109110116067,29,2,1,0,20,0,22,26,16.793290621486975,6.353489990438876,21.663208651542433,6.683553382867057,24.041903142373393,16.090340903085007,26.77530440936694
Adam Boqvist,D,NYI,705.0,117.72107348912073,28,0,4,1,17,0,11,23,7.803972900757034,13.44129738448563,35.157280873368165,5.514177137388797,24.041903142373393,8.96401566057814,22.798426390169546
Kyle Capobianco,D,DAL,706.0,117.09535482409392,33,2,3,0,18,0,12,27,16.793290621486975,10.766656792452297,21.663208651542433,5.9593285555918465,24.041903142373393,9.614934336402943,28.25603272424404
Victor Mancini,D,VAN,707.0,116.35646268717841,24,0,3,0,14,0,28,26,7.803972900757034,10.766656792452297,21.663208651542433,4.440620114160726,24.041903142373393,20.864796676525586,26.77530440936694
Jared Wright,RW,LAK,708.0,115.55770082155058,23,0,4,0,32,0,27,18,7.803972900757034,13.44129738448563,21.663208651542433,12.01849430574499,24.041903142373393,19.978125872657976,16.6106985639891
Urho Vaakanainen,D,NYR,709.0,115.49273909437589,34,0,6,0,23,0,11,26,7.803972900757034,18.50461470343744,21.663208651542433,7.739719626320515,24.041903142373393,8.96401566057814,26.77530440936694
Declan Chisholm,D,WSH,710.0,113.11283093350163,26,1,6,0,20,0,11,22,11.8019527634363,18.50461470343744,21.663208651542433,6.683553382867057,24.041903142373393,8.96401566057814,21.45358262926686
Dmitriy Simashev,D,UTA,711.0,109.35813054574824,28,0,1,0,26,0,14,28,7.803972900757034,6.353489990438876,21.663208651542433,9.207830478947361,24.041903142373393,10.578595278548281,29.70913010314085
Colton White,D,NJD,712.0,102.6063628862876,23,0,4,0,14,0,23,16,7.803972900757034,13.44129738448563,21.663208651542433,4.440620114160726,24.041903142373393,16.853357090140598,14.362003602827762
Isaac Howard,LW,EDM,713.0,100.50206771625308,29,2,3,0,36,0,7,5,16.793290621486975,10.766656792452297,21.663208651542433,14.562068412219638,24.041903142373393,6.817869500438281,5.857070595740074
David Jiříček,D,2TM,714.0,89.12952804000503,26,0,0,0,16,0,8,19,7.803972900757034,5.207292717474434,21.663208651542433,5.17679798400961,24.041903142373393,7.348745805642949,17.887606838205176
Evgenii Dadonov,RW,NJD,715.0,86.63763470578184,24,1,0,0,20,0,7,12,11.8019527634363,5.207292717474434,21.663208651542433,6.683553382867057,24.041903142373393,6.817869500438281,10.421854547649936
