name,position,team,rank,total,games_played,goals,assists,power_play_points,shots,face_off_wins,hits,blocked_shots,goals_score,assists_score,power_play_points_score,shots_score,face_off_wins_score,hits_score,blocked_shots_score
Aaron Ekblad,D,FLA,279.0,371.7586426863753,72,4,22,5,97,0,84,103,26.847447765992854,62.78645510376255,52.70822592492259,52.119392521606464,24.041903142373393,62.65333118837974,90.60188703933775
Sean Kuraly,C,BOS,280.0,371.4138706162842,82,6,16,0,110,338,87,47,35.549982927199416,47.40630752398394,21.663208651542433,59.67108821544646,88.68501867836459,64.95118461518729,53.48708000456006
Adam Larsson,D,SEA,281.0,371.3000558271682,82,7,18,0,106,0,110,164,39.672344276777984,52.83145203178897,21.663208651542433,57.29201419498083,24.041903142373393,76.49599906065666,99.30313446904788
Cody Glass,C,NJD,282.0,371.1800226469726,70,19,7,2,105,484,42,40,79.2016770962513,21.521776396318067,40.27868711976886,56.72200483181741,95.11144024189252,32.84184152058636,45.5025954403381
Jack Drury,C,COL,283.0,371.1730219055769,82,10,17,0,99,563,46,56,50.848509202140406,50.21797378618634,21.663208651542433,53.121484610405375,97.13224450234412,35.73385787502957,62.45574327792862
Jake Evans,C,MTL,284.0,371.01189334231464,68,12,12,0,76,472,89,50,57.777336955565886,35.93863449353837,21.663208651542433,38.368528676936066,94.80066903144592,66.09078370754837,56.372731825737574
Noah Hanifin,D,VEG,285.0,370.5924066742811,71,3,25,7,135,0,36,116,21.972798207563898,69.56431731570507,60.65811268635163,72.12340568247684,24.041903142373393,28.192401601840075,94.03946803797015
Ryan Donato,C,CHI,286.0,370.2756992651231,82,15,15,2,122,170,78,21,68.47468880863289,44.1228137736513,40.27868711976886,66.04240300047887,71.92002124449682,59.21535980738497,20.22172551070934
Louis Crevier,D,CHI,287.0,370.27524802544724,78,7,18,0,114,0,124,95,39.672344276777984,52.83145203178897,21.663208651542433,61.75699582748968,24.041903142373393,82.93083022494116,87.37851387053362
Danila Yurov,RW,MIN,288.0,370.09325874010096,73,12,15,3,80,291,62,43,57.777336955565886,44.1228137736513,44.738339137400445,41.16378313241381,84.9074429445136,48.025833114960946,49.35770968159492
Jared Spurgeon,D,MIN,289.0,369.75050589253186,79,6,16,6,90,0,82,137,35.549982927199416,47.40630752398394,56.69451573922796,47.15703246822606,24.041903142373393,61.569502873947926,97.33126121757317
Matthew Savoie,C,EDM,290.0,369.52644223042137,82,18,19,7,138,32,14,37,76.73854944453555,55.20553573287984,60.65811268635163,73.64403140994534,50.91434497861624,10.578595278548281,41.787272699544445
Brent Burns,D,COL,291.0,369.1881008651505,82,12,23,1,172,0,20,91,57.777336955565886,65.0844245102973,35.157280873368165,87.20866348383171,24.041903142373393,14.715606606188167,85.20288529352587
Mario Ferraro,D,SJS,292.0,369.0552156144811,82,7,16,0,94,0,137,150,39.672344276777984,47.40630752398394,21.663208651542433,50.12909273585351,24.041903142373393,87.42944145279706,98.71291783115274
Linus Karlsson,C,VAN,293.0,367.4946133809275,79,15,20,4,116,15,83,22,68.47468880863289,57.4737689817521,48.79596349852645,62.950590641948324,46.28647297757181,62.059545843229046,21.45358262926686
Seth Jones,D,FLA,294.0,367.25326366792603,52,7,25,16,88,0,47,61,39.672344276777984,69.56431731570507,85.05724001851257,45.780863868143584,24.041903142373393,36.577411824347486,66.55918322206597
Luke Hughes,D,NJD,295.0,367.24264904569924,68,6,29,13,150,0,19,52,35.549982927199416,77.329579146598,78.43642772892261,79.08611414282434,24.041903142373393,14.068946073445073,58.72969588433643
Artyom Levshunov,D,CHI,296.0,367.1627284182382,68,2,22,11,84,0,98,75,16.793290621486975,62.78645510376255,73.09736574713867,43.566253844272126,24.041903142373393,70.85798172946278,76.01947822974174
Simon Edvinsson,D,DET,297.0,366.99554194117485,72,9,16,1,88,0,94,148,47.63548442481157,47.40630752398394,35.157280873368165,45.780863868143584,24.041903142373393,68.67977905098678,98.29392305750736
Logan Stanley,D,2TM,298.0,366.6359302624211,76,9,17,1,96,0,110,84,47.63548442481157,50.21797378618634,35.157280873368165,51.548799249896504,24.041903142373393,76.49599906065666,81.53848972512847
Rasmus Sandin,D,WSH,299.0,366.467312104652,73,5,24,1,90,0,88,127,31.306185512471956,67.28723918606975,35.157280873368165,47.15703246822606,24.041903142373393,65.50433855507649,96.01333236706617
Ross Colton,C,COL,300.0,366.45737466597734,73,9,15,0,153,51,159,25,47.63548442481157,44.1228137736513,21.663208651542433,80.26459658496074,54.57916136284379,92.61030034566045,25.58180952250701
Barrett Hayton,C,UTA,301.0,366.1831766797202,67,10,15,6,119,409,34,29,50.848509202140406,44.1228137736513,56.69451573922796,64.55597685740194,92.53117086350393,26.365716364734446,31.064473879060195
Nikita Zadorov,D,BOS,302.0,365.78662177122123,81,2,20,0,107,0,196,102,16.793290621486975,57.4737689817521,21.663208651542433,57.8265584980728,24.041903142373393,97.76584498798249,90.22204688801102
Thomas Chabot,D,OTT,303.0,365.7276728250607,57,7,24,7,99,0,36,111,39.672344276777984,67.28723918606975,60.65811268635163,53.121484610405375,24.041903142373393,28.192401601840075,92.75418732124244
Dalibor Dvorsky,C,STL,304.0,365.68095813831724,71,12,9,7,92,335,77,24,57.777336955565886,27.47168301420899,60.65811268635163,48.571702196745676,88.43459112241717,58.51139916464095,24.256132998386995
Joel Edmundson,D,LAK,305.0,364.8196144831448,82,2,21,3,104,0,97,111,16.793290621486975,60.1193595213247,44.738339137400445,56.04668680907237,24.041903142373393,70.32584793024449,92.75418732124244
Marcus Johansson,C,MIN,306.0,364.57521787149204,75,15,34,9,106,6,34,20,68.47468880863289,85.33370332273623,67.46475727730535,57.29201419498083,40.50640791579477,26.365716364734446,19.137929987307494
Tanner Jeannot,F,BOS,307.0,363.939077471325,77,6,16,1,78,8,239,58,35.549982927199416,47.40630752398394,35.157280873368165,39.640136816632165,42.861415051992275,99.08550972720049,64.23844455094856
Nicolas Roy,C,2TM,308.0,363.78460222276374,74,8,17,2,76,377,71,40,43.76439900542125,50.21797378618634,40.27868711976886,38.368528676936066,90.98657691124062,54.665841282872506,45.5025954403381
J.T. Compher,LW,DET,309.0,363.1200042050035,82,11,17,1,95,520,22,54,53.97917222336477,50.21797378618634,35.157280873368165,50.83871706105235,96.1364272895035,16.090340903085007,60.70009206844338
Michael Bunting,LW,2TM,310.0,363.04824297473107,74,14,19,10,126,10,45,25,65.30580118060058,55.20553573287984,70.39579956506165,67.74259524643587,44.02860333437788,34.788098392868264,25.58180952250701
Shea Theodore,D,VEG,311.0,363.0213392660105,70,10,29,5,130,0,2,87,50.848509202140406,77.329579146598,52.70822592492259,69.6196522002783,24.041903142373393,5.303061943026101,83.17040770667172
Sam Steel,C,DAL,312.0,362.83944221242535,73,12,21,3,82,129,79,29,57.777336955565886,60.1193595213247,44.738339137400445,42.34448345437383,66.7368732296082,60.058576035092145,31.064473879060195
Cole Perfetti,C,WPG,313.0,362.3357189186938,68,12,20,6,136,4,54,33,57.777336955565886,57.4737689817521,56.69451573922796,72.53969050498992,38.53702435927084,42.65553766889674,36.65784470899037
Parker Wotherspoon,D,PIT,314.0,362.3178716937132,80,3,27,0,70,0,162,112,21.972798207563898,73.86719348802004,21.663208651542433,34.56787828953399,24.041903142373393,93.13283865170183,93.0720512629776
JJ Peterka,RW,UTA,315.0,361.3524508523586,82,25,22,5,159,8,16,19,90.63105642626348,62.78645510376255,52.70822592492259,82.60539949963726,42.861415051992275,11.872292007575275,17.887606838205176
Jonathan Marchessault,C,NSH,316.0,361.3339891010362,62,12,19,8,132,18,75,9,57.777336955565886,55.20553573287984,64.29205533698487,70.92918158593665,47.44821060335967,57.276936958022105,8.40473192828724
Matthew Wood,RW,NSH,317.0,359.6592323431705,71,17,13,8,103,82,53,25,74.06453495037249,38.680857135552635,64.29205533698487,55.44097210358503,59.80349761509267,41.795505679075774,25.58180952250701
Zemgus Girgensons,C,TBL,318.0,359.5676874488667,74,9,11,0,89,100,195,44,47.63548442481157,33.165325911838195,21.663208651542433,46.45098184018142,62.41006063362177,97.62867704026338,50.613948946607934
Trevor Moore,LW,LAK,319.0,358.7998231292918,69,13,19,1,159,4,57,36,61.83892749130281,55.20553573287984,35.157280873368165,82.60539949963726,38.53702435927084,44.89755504430756,40.55810012852527
Jamie Benn,LW,DAL,320.0,358.29962065146134,60,15,21,6,72,49,79,23,68.47468880863289,60.1193595213247,56.69451573922796,35.884327228141615,54.26972692887249,60.058576035092145,22.798426390169546
Yakov Trenin,C,MIN,321.0,357.473640787425,82,6,17,0,98,46,413,39,35.549982927199416,50.21797378618634,21.663208651542433,52.62034000742409,53.404619468803595,99.93250509841849,44.08501084785061
Ben Chiarot,D,DET,322.0,356.64347437859544,82,5,10,0,103,0,170,160,31.306185512471956,30.295177330194544,21.663208651542433,55.44097210358503,24.041903142373393,94.68472994711996,99.21129769130809
Philip Broberg,D,STL,323.0,356.3929399321723,81,6,28,5,98,0,35,98,35.549982927199416,75.60472423502827,52.70822592492259,52.62034000742409,24.041903142373393,27.207430530373017,88.66033316485147
Braden Schneider,D,NYR,324.0,355.89049248431,82,2,16,0,102,0,163,141,16.793290621486975,47.40630752398394,21.663208651542433,54.93991281452864,24.041903142373393,93.33624075661827,97.7096289737764
Jamie Drysdale,D,PHI,325.0,355.45432225891443,78,8,24,9,101,0,16,94,43.76439900542125,67.28723918606975,67.46475727730535,54.33380598876438,24.041903142373393,11.872292007575275,86.68992565140508
Corey Perry,RW,2TM,326.0,355.093494908493,72,17,20,13,113,7,30,20,74.06453495037249,57.4737689817521,78.43642772892261,61.12343558572846,41.78868154836109,23.068716126048784,19.137929987307494
J.J. Moser,D,TBL,327.0,354.6009005535547,79,7,22,1,111,0,61,91,39.672344276777984,62.78645510376255,35.157280873368165,60.237741782400974,24.041903142373393,47.502290081345734,85.20288529352587
Joshua Norris,C,BUF,328.0,354.53690844873864,44,13,21,9,69,294,24,27,61.83892749130281,60.1193595213247,67.46475727730535,33.89565204939025,85.16718775038902,17.794991634782434,28.25603272424404
Mathieu Olivier,F,CBJ,329.0,354.50282161303437,61,15,11,0,93,2,209,42,68.47468880863289,33.165325911838195,21.663208651542433,49.350082478335565,35.30992328587182,98.43527191896578,48.104320557847686
Adam Klapka,F,CGY,330.0,353.803721749885,79,6,12,2,80,12,295,50,35.549982927199416,35.93863449353837,40.27868711976886,41.16378313241381,44.77718736259875,99.72271488862827,56.372731825737574
Adam Gaudette,C,SJS,331.0,352.8251453324138,66,17,8,6,96,133,53,33,74.06453495037249,24.62797614408865,56.69451573922796,51.548799249896504,67.43596886076209,41.795505679075774,36.65784470899037
Martin Fehérváry,D,WSH,332.0,352.4749660408437,81,5,22,0,73,0,110,176,31.306185512471956,62.78645510376255,21.663208651542433,36.598359821268524,24.041903142373393,76.49599906065666,99.58285474876814
Brady Skjei,D,NSH,333.0,351.6444238062942,82,3,23,3,111,0,70,84,21.972798207563898,65.0844245102973,44.738339137400445,60.237741782400974,24.041903142373393,54.030727301129744,81.53848972512847
Charle-Edouard D'Astous,D,TBL,334.0,351.2498851107322,70,6,23,2,80,0,96,74,35.549982927199416,65.0844245102973,40.27868711976886,41.16378313241381,24.041903142373393,69.79120699045745,75.33989728822189
Zach Benson,LW,BUF,335.0,350.8234250800119,65,13,30,5,115,7,40,22,61.83892749130281,79.14376649880474,52.70822592492259,62.424349393129454,41.78868154836109,31.465891594224388,21.45358262926686
Pius Suter,F,STL,336.0,348.111945194232,64,13,16,4,95,267,41,24,61.83892749130281,47.40630752398394,48.79596349852645,50.83871706105235,82.78859006389365,32.18730655708581,24.256132998386995
Jake McCabe,D,TOR,337.0,346.94261958044774,80,5,20,0,77,0,104,190,31.306185512471956,57.4737689817521,21.663208651542433,38.98590455722922,24.041903142373393,73.5391436366601,99.93250509841849
Arseny Gritsyuk,RW,NJD,338.0,346.8268038978234,66,13,18,5,149,4,58,18,61.83892749130281,52.83145203178897,52.70822592492259,78.71032520591487,38.53702435927084,45.59015032063429,16.6106985639891
Yegor Sharangovich,C,CGY,339.0,346.8141819854945,78,15,14,7,142,36,21,31,68.47468880863289,41.17752603594034,60.65811268635163,75.64482780704067,51.62724940295422,15.401063227306935,33.8307140172678
Simon Holmström,RW,NYI,340.0,346.5839372038415,79,19,22,4,100,4,16,45,79.2016770962513,62.78645510376255,48.79596349852645,53.69266907530861,38.53702435927084,11.872292007575275,51.69785606314653
Damon Severson,D,CBJ,341.0,346.47065157774387,71,8,24,4,93,0,39,86,43.76439900542125,67.28723918606975,48.79596349852645,49.350082478335565,24.041903142373393,30.6426960609478,82.58836820606959
David Perron,LW,2TM,342.0,345.91369290065654,65,13,15,8,93,3,90,23,61.83892749130281,44.1228137736513,64.29205533698487,49.350082478335565,36.80096727311988,66.7104201570926,22.798426390169546
Drew O'Connor,F,VAN,343.0,344.5546561927874,82,17,12,0,136,54,77,26,74.06453495037249,35.93863449353837,21.663208651542433,72.53969050498992,55.06188401833626,58.51139916464095,26.77530440936694
Ondřej Palát,LW,2TM,344.0,344.11496542474436,80,5,10,2,83,7,133,67,31.306185512471956,30.295177330194544,40.27868711976886,42.93716122450862,41.78868154836109,86.27824725642613,71.23082543301317
Josh Anderson,RW,MTL,345.0,343.80681297601774,72,14,9,0,89,23,129,43,65.30580118060058,27.47168301420899,21.663208651542433,46.45098184018142,48.8062021213607,84.75122648652867,49.35770968159492
Gustav Forsling,D,FLA,346.0,343.1811509577577,80,2,26,2,112,0,52,98,16.793290621486975,71.77080075114107,40.27868711976886,60.698575234057245,24.041903142373393,40.93756092407868,88.66033316485147
Jordan Spence,D,OTT,347.0,342.7263422140679,73,7,24,3,108,0,55,59,39.672344276777984,67.28723918606975,44.738339137400445,58.36051670618987,24.041903142373393,43.482597600364954,65.14340216489157
Jason Dickinson,C,2TM,348.0,341.64761868792357,64,7,10,0,73,438,85,50,39.672344276777984,30.295177330194544,21.663208651542433,36.598359821268524,93.62511458083674,63.420682201565796,56.372731825737574
Artem Zub,D,OTT,349.0,341.52680729308383,81,5,25,0,92,0,66,120,31.306185512471956,69.56431731570507,21.663208651542433,48.571702196745676,24.041903142373393,51.45939731399474,94.92009316025056
Casey Mittelstadt,C,BOS,350.0,341.5117551618882,71,15,27,7,79,91,23,21,68.47468880863289,73.86719348802004,60.65811268635163,40.366120228401435,61.07055734963221,16.853357090140598,20.22172551070934
Calum Ritchie,C,NYI,351.0,340.73787598641997,65,13,17,11,79,114,17,34,61.83892749130281,50.21797378618634,73.09736574713867,40.366120228401435,64.48969016985237,12.612320119331084,38.115478444207255
Matt Roy,D,WSH,352.0,340.71095636450514,79,2,17,0,94,0,116,146,16.793290621486975,50.21797378618634,21.663208651542433,50.12909273585351,24.041903142373393,79.82083030636825,98.04465712069421
Adam Henrique,C,EDM,353.0,340.68636206005294,65,3,12,3,91,327,34,75,21.972798207563898,35.93863449353837,44.738339137400445,47.898932330533974,87.75246329654007,26.365716364734446,76.01947822974174
Frédérick Gaudreau,C,SEA,354.0,340.530575486415,68,7,17,3,70,296,35,52,39.672344276777984,50.21797378618634,44.738339137400445,34.56787828953399,85.39691358180679,27.207430530373017,58.72969588433643
Colton Sissons,C,VEG,355.0,339.2018955143187,66,6,5,2,74,347,93,46,35.549982927199416,15.962397728021333,40.27868711976886,37.24461982359851,89.41900659647627,68.17309769332172,52.57410362593258
Colton Parayko,D,STL,356.0,339.1142634668226,77,4,14,0,105,0,95,172,26.847447765992854,41.17752603594034,21.663208651542433,56.72200483181741,24.041903142373393,69.21917843024815,99.44299460890801
Beck Malenstyn,LW,BUF,357.0,338.44252293559794,81,7,7,0,72,10,282,75,39.672344276777984,21.521776396318067,21.663208651542433,35.884327228141615,44.02860333437788,99.65278481869822,76.01947822974174
Esa Lindell,D,DAL,358.0,338.2675684168996,82,6,26,2,83,0,31,179,35.549982927199416,71.77080075114107,40.27868711976886,42.93716122450862,24.041903142373393,24.036248433210076,99.65278481869822
Easton Cowan,RW,TOR,359.0,337.82416895962785,66,11,18,6,92,2,72,32,53.97917222336477,52.83145203178897,56.69451573922796,48.571702196745676,35.30992328587182,55.23120916745111,35.20619431517751
Nick Cousins,C,OTT,360.0,337.4879814760212,81,9,14,0,79,13,169,41,47.63548442481157,41.17752603594034,21.663208651542433,40.366120228401435,45.2217703719928,94.49980899061009,46.924062772722536
Cameron York,D,PHI,361.0,336.53277650716194,74,4,22,7,89,0,24,145,26.847447765992854,62.78645510376255,60.65811268635163,46.45098184018142,24.041903142373393,17.794991634782434,97.95288433371765
Brett Howden,C,VEG,362.0,336.29346251938995,58,12,10,3,66,260,100,19,57.777336955565886,30.295177330194544,44.738339137400445,31.78868601913083,81.99681039652529,71.8095058423678,17.887606838205176
John Klingberg,D,SJS,363.0,336.0221610074633,56,10,17,9,79,0,46,62,50.848509202140406,50.21797378618634,67.46475727730535,40.366120228401435,24.041903142373393,35.73385787502957,67.34903949602673
Brendan Gallagher,RW,MTL,364.0,335.8494676446733,77,7,16,5,121,6,98,20,39.672344276777984,47.40630752398394,52.70822592492259,65.56027028642383,40.50640791579477,70.85798172946278,19.137929987307494
Joel Armia,RW,LAK,365.0,334.6940503191983,67,13,12,1,92,34,74,40,61.83892749130281,35.93863449353837,35.157280873368165,48.571702196745676,51.32286496419124,56.362044859713954,45.5025954403381
Ryan Pulock,D,NYI,366.0,334.2165723323907,76,3,24,1,93,0,49,147,21.972798207563898,67.28723918606975,35.157280873368165,49.350082478335565,24.041903142373393,38.27226845944148,98.1349999852384
Denton Mateychuk,D,CBJ,367.0,334.2085316855123,75,13,18,3,88,0,26,92,61.83892749130281,52.83145203178897,44.738339137400445,45.780863868143584,24.041903142373393,19.269985428100572,85.70706058640252
Gage Goncalves,C,TBL,368.0,332.3040566331125,74,11,22,2,77,7,85,29,53.97917222336477,62.78645510376255,40.27868711976886,38.98590455722922,41.78868154836109,63.420682201565796,31.064473879060195
Steven Lorentz,C,TOR,369.0,331.25633455279257,71,7,11,0,70,56,154,48,39.672344276777984,33.165325911838195,21.663208651542433,34.56787828953399,55.827283600806794,91.78401909699336,54.57627472529981
Mark Jankowski,C,CAR,370.0,331.00941866157405,68,11,10,2,63,361,45,45,53.97917222336477,30.295177330194544,40.27868711976886,29.809640779988275,90.16078675224284,34.788098392868264,51.69785606314653
Tyler Kleven,D,OTT,371.0,329.97180723920803,70,3,15,0,90,0,126,95,21.972798207563898,44.1228137736513,21.663208651542433,47.15703246822606,24.041903142373393,83.63553712531728,87.37851387053362
Phillip Danault,C,2TM,372.0,329.2046063451303,75,6,11,0,91,543,63,40,35.549982927199416,33.165325911838195,21.663208651542433,47.898932330533974,96.66421455975117,48.760346523927,45.5025954403381
Marat Khusnutdinov,C,BOS,373.0,328.85769449966597,77,15,18,1,78,56,42,39,68.47468880863289,52.83145203178897,35.157280873368165,39.640136816632165,55.827283600806794,32.84184152058636,44.08501084785061
Sam Carrick,C,2TM,374.0,328.1451567170481,73,9,7,0,75,296,106,35,47.63548442481157,21.521776396318067,21.663208651542433,37.78807799126619,85.39691358180679,74.70072877749291,39.438966893810125
Connor Zary,C,CGY,375.0,326.15871275772514,74,12,13,7,110,76,45,17,57.777336955565886,38.680857135552635,60.65811268635163,59.67108821544646,59.03119020736361,34.788098392868264,15.552029164576735
Sean Durzi,D,UTA,376.0,325.6365836387714,60,5,22,4,84,0,40,88,31.306185512471956,62.78645510376255,48.79596349852645,43.566253844272126,24.041903142373393,31.465891594224388,83.67393094314055
Olen Zellweger,D,ANA,377.0,324.83141362594824,76,7,15,3,119,0,33,85,39.672344276777984,44.1228137736513,44.738339137400445,64.55597685740194,24.041903142373393,25.6323423331472,82.067694105196
Simon Nemec,D,NJD,378.0,324.5839890916792,68,11,15,2,101,0,23,104,53.97917222336477,44.1228137736513,40.27868711976886,54.33380598876438,24.041903142373393,16.853357090140598,90.97424975361591
Dylan DeMelo,D,WPG,379.0,324.422196066168,82,3,16,0,75,0,115,109,21.972798207563898,47.40630752398394,21.663208651542433,37.78807799126619,24.041903142373393,79.24059630487042,92.30930424456771
Marcus Foligno,LW,MIN,380.0,324.1222449846288,56,8,5,2,65,9,180,47,43.76439900542125,15.962397728021333,40.27868711976886,31.021483070607186,43.51481622462949,96.0933818316206,53.48708000456006
Owen Power,D,BUF,381.0,324.04370861662585,81,8,21,0,120,0,29,95,43.76439900542125,60.1193595213247,21.663208651542433,65.14635542708882,24.041903142373393,21.929968998341636,87.37851387053362
James van Riemsdyk,LW,DET,382.0,323.5214242877263,72,15,16,11,99,6,15,28,68.47468880863289,47.40630752398394,73.09736574713867,53.121484610405375,40.50640791579477,11.206039578629785,29.70913010314085
Nick Seeler,D,PHI,383.0,323.3433070820622,80,4,6,0,94,0,126,149,26.847447765992854,18.50461470343744,21.663208651542433,50.12909273585351,24.041903142373393,83.63553712531728,98.52150295754528
André Burakovsky,LW,CHI,384.0,323.0423677592224,75,11,22,10,86,4,18,35,53.97917222336477,62.78645510376255,70.39579956506165,44.548755672068296,38.53702435927084,13.35619394188414,39.438966893810125
Victor Olofsson,RW,2TM,385.0,322.2234031465776,78,13,18,7,147,3,18,20,61.83892749130281,52.83145203178897,60.65811268635163,77.59981973482266,36.80096727311988,13.35619394188414,19.137929987307494
Michael Anderson,D,LAK,386.0,322.08760019565386,80,4,16,0,61,0,111,133,26.847447765992854,47.40630752398394,21.663208651542433,28.189035995559045,24.041903142373393,77.16376213906267,96.77593497713953
Adam Pelech,D,NYI,387.0,321.43789055375055,82,4,12,0,122,0,66,124,26.847447765992854,35.93863449353837,21.663208651542433,66.04240300047887,24.041903142373393,51.45939731399474,95.44489618582986
Kevin Bahl,D,CGY,388.0,320.84299607176035,76,4,14,1,57,0,114,99,26.847447765992854,41.17752603594034,35.157280873368165,25.82080831040718,24.041903142373393,78.65676119553417,89.14126874814426
Nick Blankenburg,D,2TM,389.0,320.38104935152836,61,8,16,7,72,0,55,59,43.76439900542125,47.40630752398394,60.65811268635163,35.884327228141615,24.041903142373393,43.482597600364954,65.14340216489157
Kaapo Kakko,RW,SEA,390.0,320.27120359318224,65,13,27,8,78,17,30,12,61.83892749130281,73.86719348802004,64.29205533698487,39.640136816632165,47.14231978654355,23.068716126048784,10.421854547649936
Cam Fowler,D,STL,391.0,320.18107521705747,82,4,26,9,91,0,9,72,26.847447765992854,71.77080075114107,67.46475727730535,47.898932330533974,24.041903142373393,7.8484188640075425,74.30881508570326
Zach Whitecloud,D,2TM,392.0,319.68491098333925,78,2,15,0,67,0,124,140,16.793290621486975,44.1228137736513,21.663208651542433,32.52348356939675,24.041903142373393,82.93083022494116,97.60938099994723
Kevin Stenlund,C,UTA,393.0,319.39327845530016,80,4,14,0,66,618,43,61,26.847447765992854,41.17752603594034,21.663208651542433,31.78868601913083,97.89283230495832,33.464394455669435,66.55918322206597
Neal Pionk,D,WPG,394.0,319.067704374326,51,3,9,2,97,0,111,75,21.972798207563898,27.47168301420899,40.27868711976886,52.119392521606464,24.041903142373393,77.16376213906267,76.01947822974174
Nick Foligno,LW,2TM,395.0,319.0350087476318,54,4,11,2,49,204,128,33,26.847447765992854,33.165325911838195,40.27868711976886,21.542144854250687,76.21865907233968,84.32489931445119,36.65784470899037
Nate Schmidt,D,UTA,396.0,318.371900442561,82,5,17,0,86,0,78,95,31.306185512471956,50.21797378618634,21.663208651542433,44.548755672068296,24.041903142373393,59.21535980738497,87.37851387053362
Hampus Lindholm,D,BOS,397.0,318.1729021257458,67,5,21,4,100,0,12,103,31.306185512471956,60.1193595213247,48.79596349852645,53.69266907530861,24.041903142373393,9.614934336402943,90.60188703933775
Andrew Peeke,D,BOS,398.0,317.99016965196466,77,5,9,0,82,0,105,135,31.306185512471956,27.47168301420899,21.663208651542433,42.34448345437383,24.041903142373393,74.12148534952163,97.04122052747243
Ethen Frank,F,WSH,399.0,317.9681233117344,62,12,12,4,91,1,53,45,57.777336955565886,35.93863449353837,48.79596349852645,47.898932330533974,34.06389429134738,41.795505679075774,51.69785606314653
Jeremy Lauzon,D,VEG,400.0,317.5884500393881,68,1,12,0,73,0,251,97,11.8019527634363,35.93863449353837,21.663208651542433,36.598359821268524,24.041903142373393,99.30313446904788,88.24125669818115
Mason Lohrei,D,BOS,401.0,317.00214561067367,73,7,19,5,73,0,30,92,39.672344276777984,55.20553573287984,52.70822592492259,36.598359821268524,24.041903142373393,23.068716126048784,85.70706058640252
Brenden Dillon,D,NJD,402.0,316.73744184647046,82,3,12,0,55,0,202,103,21.972798207563898,35.93863449353837,21.663208651542433,24.444420712482,24.041903142373393,98.07458959963266,90.60188703933775
Keegan Kolesar,RW,VEG,403.0,316.5498227830086,82,6,11,0,67,12,270,43,35.549982927199416,33.165325911838195,21.663208651542433,32.52348356939675,44.77718736259875,99.51292467883808,49.35770968159492
Matias Maccelli,LW,TOR,404.0,316.46719437399565,71,14,25,8,90,3,24,17,65.30580118060058,69.56431731570507,64.29205533698487,47.15703246822606,36.80096727311988,17.794991634782434,15.552029164576735
Jamie Oleksiak,D,SEA,405.0,315.60777941289336,78,5,10,0,77,0,112,106,31.306185512471956,30.295177330194544,21.663208651542433,38.98590455722922,24.041903142373393,77.79312724312163,91.52227297596022
Drew Doughty,D,LAK,406.0,315.2998067172162,72,5,18,1,101,0,52,76,31.306185512471956,52.83145203178897,35.157280873368165,54.33380598876438,24.041903142373393,40.93756092407868,76.69161824437066
Brayden McNabb,D,VEG,407.0,314.6603281063874,63,5,7,0,81,0,110,142,31.306185512471956,21.521776396318067,21.663208651542433,41.82326230990967,24.041903142373393,76.49599906065666,97.80799303311525
Zeev Buium,D,2TM,408.0,314.54396259081784,76,6,20,13,73,0,28,55,35.549982927199416,57.4737689817521,78.43642772892261,36.598359821268524,24.041903142373393,20.864796676525586,61.578723312776205
Matthew Tkachuk,LW,FLA,409.0,313.7567264311033,31,13,21,13,88,4,29,7,61.83892749130281,60.1193595213247,78.43642772892261,45.780863868143584,38.53702435927084,21.929968998341636,7.114154463797172
Pavel Mintyukov,D,ANA,410.0,313.34338285583067,73,8,14,2,79,0,39,112,43.76439900542125,41.17752603594034,40.27868711976886,40.366120228401435,24.041903142373393,30.6426960609478,93.0720512629776
Aatu Räty,C,VAN,411.0,312.58916225036904,66,4,10,0,65,470,165,16,26.847447765992854,30.295177330194544,21.663208651542433,31.021483070607186,94.7000816434684,93.69976018573585,14.362003602827762
Matthew Robertson,D,NYR,412.0,311.96439120543556,72,6,12,0,79,0,107,80,35.549982927199416,35.93863449353837,21.663208651542433,40.366120228401435,24.041903142373393,75.13695127417279,79.26759048820769
Connor Murphy,D,2TM,413.0,311.7009824252631,80,5,12,0,70,0,90,138,31.306185512471956,35.93863449353837,21.663208651542433,34.56787828953399,24.041903142373393,66.7104201570926,97.47275217871034
Tye Kartye,F,2TM,414.0,310.56397162164984,64,8,14,0,56,3,173,41,43.76439900542125,41.17752603594034,21.663208651542433,25.113643589361516,36.80096727311988,95.12016429354188,46.924062772722536
Ryan Shea,D,PIT,415.0,309.49456328059614,80,6,29,0,72,0,38,91,35.549982927199416,77.329579146598,21.663208651542433,35.884327228141615,24.041903142373393,29.82267689121543,85.20288529352587
Jaden Schwartz,C,SEA,416.0,309.00103784862443,50,11,15,3,82,32,32,42,53.97917222336477,44.1228137736513,44.738339137400445,42.34448345437383,50.91434497861624,24.79756372337017,48.104320557847686
Ian Cole,D,UTA,417.0,308.72711565378955,82,3,20,0,62,0,73,151,21.972798207563898,57.4737689817521,21.663208651542433,29.050411132469456,24.041903142373393,55.69175293802487,98.8332726000634
Barclay Goodrow,RW,SJS,418.0,307.61229764293876,82,5,7,0,66,16,141,60,31.306185512471956,21.521776396318067,21.663208651542433,31.78868601913083,46.731763167353705,88.73020046171061,65.87047743441119
